Try_index N kappa_old kappa_new time_rescaled mag
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2204.000000 0.905200
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2205.000000 0.905150
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2206.000000 0.905200
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2207.000000 0.905150
0 40000.000000 0.318639 1.154858 2208.000000 0.905200
0 40000.000000 0.318639 1.154858 2209.000000 0.905150
0 40000.000000 0.318639 1.154858 2209.000000 0.905150
0 40000.000000 0.318639 1.154858 2209.000000 0.905150
0 40000.000000 0.318639 1.154858 2209.000000 0.905150
0 40000.000000 0.318639 1.154858 2209.000000 0.905150
0 40000.000000 0.318639 1.154858 2209.000000 0.905150
0 40000.000000 0.318639 1.154858 2211.000000 0.905150
0 40000.000000 0.318639 1.154858 2211.000000 0.905150
0 40000.000000 0.318639 1.154858 2213.000000 0.905250
0 40000.000000 0.318639 1.154858 2215.000000 0.905150
0 40000.000000 0.318639 1.154858 2215.000000 0.905150
